# Id	IsActive	ProductId	PartNumber	Description	Price	PartLoc	AvailQty	PkgQty	PkgPrice	DSort	CategoryCD	ProdCode
83fb7782-c4c3-4b99-8122-3c1a14ca6b48	1	54a1af2c-6725-43c7-a006-d9dae3fb41ab	CB2009A3CRA	Two-lug nutplate	5.25	Bin:	00000000000	100	0.00		nutplates	CB2009
846776f2-7e18-44af-b750-605fdb9690ff	1	824af25a-0205-4ba6-a91d-755f566f045d	CB2001CRA3-16	Standoff 10/32 thread/1" tall	9.33	Bin:	00000000000	25	0.00	0.1900CRA3-16	studsandstands	CB2001
8486bb57-9c4f-47f6-a654-96240b69afa3	1	062753e8-280a-4b2e-b20b-5c24d020d844	CB3009CR4CR	Two lug nutplate	5.82	Bin:	00000000000	100	0.00	0.2500CR4CR	nutplates	CB3009
850158c8-ffdf-4acb-bf7f-23b5d8888f74	1	466773ec-12a3-4909-b4ed-1a6432a28f89	CB6010CR08-2PF	Sealed nutplate	12.87	Bin:	00000000000	1	0.00	0.1640CR08-2PF	nutplates	CB6010
86cc6e52-6fd3-4344-bdd5-f989b2240509	1	7743c51a-c252-4ce9-925b-82bebd9eddc5	CB4001C3CRA8	Standoff, Composite Base	13.19	Bin:	00000000000	1	0.00	0.1900C3CRA8	studsandstands	CB4001
880b06e4-a9ff-49ad-80f4-35656f4d18eb	1	824af25a-0205-4ba6-a91d-755f566f045d	CB2001CRA3-12	Standoff 10/32 thread/3/4" tall	8.32	Bin:	00000000000	25	0.00	0.1900CRA3-12	studsandstands	CB2001
89b8d29d-7eb2-4f2f-8413-a8ceef8cc535	1	8bf89bd6-7faa-4b16-9668-6c8b77f86178	CB394-43	Adhesive	44.59	Bin:	00000000000	1	0.00	CB394-43	adhesives	CB394-43
8a6bec21-a2a7-4217-b65a-9b158210a428	1	177612db-8c78-492a-ba40-13e6e55d5b5e	CN614CR4MP	Nutplate-Metric	6.15	Bin:	00000000000	1	0.00	0.2500CR4MP	nutplates	CN614
8a847497-7333-481b-98ad-273b2262df38	1	b9abc795-0eae-44b0-b842-6e4fc1dddc00	CB8009CR5-1PR	High-reuse nutplate	10.53	Bin:	00000000000	1	0.00	0.3125-CR5-1PR	nutplates	CB8009
8acb66aa-9ece-439e-a0f1-f909c6d68532	1	c2570547-55b3-40e2-806e-1d1418a6bbcc	CB3019AA5N750	Cable tie mount, trimmed base	6.98	Bin:	00000000000	25	0.00	0.3125AA5N750	mounts	CB3019
8b51ca62-3093-4b25-97ec-4cb9bbfc72a2	1	1446d5c9-cf7d-4e9a-b2b7-faf6a8e2b881	CB4022U3CR12	Nutplate, right angle	4.30	Bin:	00000000000	1	0.00	0.1900U3CR12	mounts	CB4022
8bbaf0aa-ee8b-44a1-82f7-846af9932a40	1	9d961dfb-a348-4553-a660-ee67e666e81b	CS200-1420-12CR	Stud	7.63	Bin:	00000000000	10	0.00	0.2500-1420-12CR	studsandstands	CS200
8c466603-b2a2-430a-9da9-23a83debd371	1	177612db-8c78-492a-ba40-13e6e55d5b5e	CN614CR3PNL	10/32 Thread Nutplate, Non-Locking	5.25	Bin:	00000000000	1	0.00	0.1900CR3PNL	nutplates	CN614
8c565efc-5b54-4a82-a201-87db9c918e49	1	1446d5c9-cf7d-4e9a-b2b7-faf6a8e2b881	CB4022V08CR16	8/32-1" length	7.80	Bin:	00000000000	1	0.00	0.1640V08CR16	mounts	CB4022
8c5b2ad3-61d6-4a6f-ab7d-1c8b38a21826	1	1446d5c9-cf7d-4e9a-b2b7-faf6a8e2b881	CB4022V08CR8	8/32-1/2" length	11.60	Bin:	00000000000	1	0.00	0.1640V08CR8	mounts	CB4022
8e57f1fe-ab18-4e08-97b0-4feb28207421	1	0aa42b6d-6dd7-4384-8cb0-4a79a2ca7352	CB4000C3CR12	Stud, carbon base	16.64	Bin:	00000000000	1	0.00	0.1900C3CR12	studsandstands	CB4000
8f88a4a6-483e-4d9f-a8a4-eb800e065bfa	1	43b8db6f-afa1-4388-acb9-a5f67e316628	CB3000T3-16	Stud, Titanium	11.35	Bin:	00000000000	25	0.00		studsandstands	CB3000
8f95f485-42bd-4446-bc9d-98790dbc4814	1	0adbd8b8-c345-4a43-a8d1-05e18eb3e5b2	CS125-832-16CR	8/32-1" long stud	3.19	Bin:	00000000000	1	0.00	0.1640-832-16CR	studsandstands	CS125
90bad6b4-01cc-4350-919c-892ebd139de5	1	d9e17b47-f096-4288-897a-82aaafcac771	CB6009CR4-1PNL	Nutplate, Non-locking	9.89	Bin:	00000000000	1	0.00	0.2500CR4-1PNL	nutplates	CB6009
912ccca2-fb18-4274-a1c7-b2ed427c436d	1	0dce4857-64ee-49c9-a0c8-10bba19cfbdf	CB609B3	Stud adapter	204.75	Bin:	00000000000	1	0.00	0.1900B3	tools	CB609
91e63742-bd1a-455d-b492-154f09926ede	1	4709e2c0-fc6c-43b5-8916-dd37a6c0f93e	CB7009CR6-1	Nutplate	36.05	Bin:	00000000000	1	0.00	0.3750CR6-1	nutplates	CB7009
